2022-03-24 15:29:10 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2022-03-24 15:29:10 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2022-03-24 15:29:10 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=Server, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [Server]
2022-03-24 15:29:10 DEBUG ProviderChecker:85 - Persistence-unit [Server] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2022-03-24 15:29:10 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: Server
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/micha/OneDrive/Pulpit/Studia/Semestr%20IV/Programowanie_JAVA/Projekt/Projekt_Przemek_Grzesiek_Michal/Serwer/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Aggrement
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Adresy
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker
		com.Kaczor.Kaluzinski.Kalarus.Database.Client
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Payment
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Trip
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Office
		com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.AdminLogin]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.cj.jdbc.Driver
		javax.persistence.jdbc.password: 
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/baza
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: root]
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2022-03-24 15:29:10 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2022-03-24 15:29:10 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.6.5.Final
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@50619bb6
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration integer -> org.hibernate.type.IntegerType@3eee9e73
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration int -> org.hibernate.type.IntegerType@3eee9e73
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@3eee9e73
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration long -> org.hibernate.type.LongType@80d9eed
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration long -> org.hibernate.type.LongType@80d9eed
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Long -> org.hibernate.type.LongType@80d9eed
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration float -> org.hibernate.type.FloatType@222684ae
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration float -> org.hibernate.type.FloatType@222684ae
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@222684ae
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration double -> org.hibernate.type.DoubleType@7828f175
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration double -> org.hibernate.type.DoubleType@7828f175
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@7828f175
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@5895a454
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@5895a454
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3324b377
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3324b377
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration string -> org.hibernate.type.StringType@7ca0ea1a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.String -> org.hibernate.type.StringType@7ca0ea1a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@12872dc4
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@2253a9e6
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration url -> org.hibernate.type.UrlType@437599ad
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.net.URL -> org.hibernate.type.UrlType@437599ad
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration Duration -> org.hibernate.type.DurationType@6a9bd405
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6a9bd405
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration Instant -> org.hibernate.type.InstantType@76ee3c9d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@76ee3c9d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@7159d12d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@7159d12d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@6b7e5098
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@6b7e5098
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@a38148
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@a38148
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@47d2211a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@47d2211a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@67756991
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@67756991
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@763d1dd
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@763d1dd
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration date -> org.hibernate.type.DateType@3fee16a8
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Date -> org.hibernate.type.DateType@3fee16a8
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration time -> org.hibernate.type.TimeType@7177b9be
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@7177b9be
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration timestamp -> org.hibernate.type.TimestampType@6f9c3903
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@6f9c3903
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@6f9c3903
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@4b89f11d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration calendar -> org.hibernate.type.CalendarType@237da52a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@237da52a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@237da52a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@47f76616
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@1c187b4b
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration locale -> org.hibernate.type.LocaleType@73befa67
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@73befa67
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration currency -> org.hibernate.type.CurrencyType@1d71262b
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1d71262b
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration timezone -> org.hibernate.type.TimeZoneType@11dbcf51
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@11dbcf51
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration class -> org.hibernate.type.ClassType@7a8f46b2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@7a8f46b2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@5d5eba82
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@5d5eba82
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@5506aba8
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration binary -> org.hibernate.type.BinaryType@4d438f36
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration byte[] -> org.hibernate.type.BinaryType@4d438f36
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration [B -> org.hibernate.type.BinaryType@4d438f36
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@382b4df2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@382b4df2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@382b4df2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration row_version -> org.hibernate.type.RowVersionType@6860e411
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration image -> org.hibernate.type.ImageType@306384ee
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration characters -> org.hibernate.type.CharArrayType@5cac37cd
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration char[] -> org.hibernate.type.CharArrayType@5cac37cd
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration [C -> org.hibernate.type.CharArrayType@5cac37cd
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@7091b140
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@7091b140
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@7091b140
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration text -> org.hibernate.type.TextType@7d97f418
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration ntext -> org.hibernate.type.NTextType@3258a1ca
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration blob -> org.hibernate.type.BlobType@66ae664a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@66ae664a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@16603be2
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration clob -> org.hibernate.type.ClobType@9291bb8
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@9291bb8
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration nclob -> org.hibernate.type.NClobType@599c12cf
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@599c12cf
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@76ef43
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@6728326a
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration serializable -> org.hibernate.type.SerializableType@74f2135
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration object -> org.hibernate.type.ObjectType@6ccb598
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@6ccb598
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@188ee815
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6ce4f3f6
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@7c724ae0
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@687f764d
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@75ee517
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@4c6edd49
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@22a5bb6e
2022-03-24 15:29:11 DEBUG BasicTypeRegistry:157 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@317b7c69
2022-03-24 15:29:11 DEBUG BootstrapContextImpl:269 - Injecting ScanEnvironment [org.hibernate.jpa.boot.internal.StandardJpaScanEnvironmentImpl@72d9f45e] into BootstrapContext; was [null]
2022-03-24 15:29:11 DEBUG BootstrapContextImpl:264 - Injecting ScanOptions [org.hibernate.boot.archive.scan.internal.StandardScanOptions@5c360883] into BootstrapContext; was [org.hibernate.boot.archive.scan.internal.StandardScanOptions@5f1f704e]
2022-03-24 15:29:11 DEBUG ScanningCoordinator:283 - Unable to resolve class [com.Kaczor.Kaluzinski.Kalarus.Database.Client] named in persistence unit [file:/C:/Users/micha/OneDrive/Pulpit/Studia/Semestr%20IV/Programowanie_JAVA/Projekt/Projekt_Przemek_Grzesiek_Michal/Serwer/target/classes]
2022-03-24 15:29:11 DEBUG BootstrapContextImpl:259 - Injecting JPA temp ClassLoader [null] into BootstrapContext; was [null]
2022-03-24 15:29:11 DEBUG ClassLoaderAccessImpl:45 - ClassLoaderAccessImpl#injectTempClassLoader(null) [was null]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2022-03-24 15:29:11 DEBUG DefaultIdentifierGeneratorFactory:98 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2022-03-24 15:29:11 WARN  pooling:72 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2022-03-24 15:29:11 INFO  pooling:115 - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/baza]
2022-03-24 15:29:11 INFO  pooling:121 - HHH10001001: Connection properties: {password=, user=root}
2022-03-24 15:29:11 INFO  pooling:129 - HHH10001003: Autocommit mode: false
2022-03-24 15:29:11 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
2022-03-24 15:29:11 INFO  DriverManagerConnectionProviderImpl:274 - HHH000115: Hibernate connection pool size: 20 (min=1)
2022-03-24 15:29:11 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : MySQL
    version : 5.5.5-10.4.21-MariaDB
      major : 5
      minor : 5
2022-03-24 15:29:11 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.28 (Revision: 7ff2161da3899f379fb3171b6538b191b1c5c7e2)
      major : 8
      minor : 0
2022-03-24 15:29:11 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
2022-03-24 15:29:11 INFO  Dialect:175 - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect
2022-03-24 15:29:11 DEBUG IdentifierHelperBuilder:119 - JDBC driver metadata reported database stores quoted identifiers in more than one case
2022-03-24 15:29:11 DEBUG IdentifierHelperBuilder:197 - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
2022-03-24 15:29:11 DEBUG TypeConfiguration$Scope:149 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@1300995c] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@7ac666fe]
2022-03-24 15:29:11 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2022-03-24 15:29:11 DEBUG AnnotationBinder:546 - Binding entity from annotated class: com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker
2022-03-24 15:29:11 DEBUG Ejb3Column:227 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2022-03-24 15:29:11 DEBUG EntityBinder:431 - Import with entity name WORKER
2022-03-24 15:29:11 DEBUG EntityBinder:874 - Bind entity com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker on table Pracownicy
2022-03-24 15:29:11 DEBUG Ejb3Column:227 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Pracownicy), mappingColumn=idPracownicy, insertable=true, updatable=true, unique=true}
2022-03-24 15:29:11 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker] is safe
2022-03-24 15:29:11 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker
2022-03-24 15:29:11 DEBUG PropertyBinder:175 - MetadataSourceProcessor property idWorker with lazy=false
2022-03-24 15:29:11 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.Kaczor.Kaluzinski.Kalarus.Serwer.Database.Worker:idWorker]
2022-03-24 15:29:11 DEBUG SimpleValueBinder:410 - building SimpleValue for idWorker
2022-03-24 15:29:11 DEBUG PropertyBinder:266 - Building property idWorker
2022-03-24 15:29:11 DEBUG BinderHelper:514 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(idPracownicy)]), idWorker, org.hibernate.id.enhanced.SequenceStyleGenerator, sequence-generator-Worker, ...)
